INDEX,temp,pressure,humidity,dew_point,clouds,visibility,wind_speed,rainfall_1hr
2758632,23.76,1020.0,74.0,18.85,75.0,10000.0,2.6,
4212703,13.33,1019.0,80.0,9.96,40.0,10000.0,3.1,
5290656,-1.54,1033.0,86.0,-3.34,100.0,6437.0,8.8,
3115006,26.81,1019.0,30.0,7.8,75.0,10000.0,4.6,
5289684,-3.36,1031.0,84.0,-5.41,100.0,8047.0,3.6,
5197442,5.27,998.0,86.0,3.12,100.0,10000.0,3.6,
2614083,31.85,1018.0,55.0,21.69,40.0,10000.0,1.5,
2709630,25.34,1014.0,68.0,19.01,75.0,10000.0,4.1,
665152,-8.08,1022.0,58.0,-14.16,100.0,10000.0,7.2,
1541206,12.35,1008.0,96.0,11.73,100.0,2414.0,4.1,7.9
2108491,17.5,1029.0,21.0,-4.48,75.0,10000.0,5.7,
2078428,31.7,1020.0,47.0,19.01,75.0,10000.0,4.1,
4095692,20.01,1017.0,64.0,13.0,20.0,10000.0,4.6,
789408,-3.3,1025.0,87.0,-4.94,100.0,1609.0,3.6,
2735157,23.28,1003.0,84.0,20.42,75.0,10000.0,4.1,
4715145,1.9,1013.0,88.0,0.13,100.0,9656.0,6.2,
1717324,10.74,1011.0,83.0,7.97,100.0,8047.0,13.9,2.55
552487,14.4,1019.0,80.0,11.0,75.0,10000.0,5.1,
4033079,23.57,1010.0,73.0,18.45,0.0,10000.0,2.1,
372738,24.03,1016.0,86.0,21.54,40.0,,4.27,
2528714,21.89,1006.0,82.0,18.68,100.0,10000.0,6.2,0.36
427766,-2.61,1020.0,62.0,-8.18,100.0,10000.0,5.1,
5167991,8.89,1022.0,85.0,6.51,0.0,10000.0,0.0,
3446542,26.08,1013.0,82.0,22.77,40.0,10000.0,2.6,
2763013,12.5,1019.0,89.0,10.74,100.0,10000.0,2.6,
4837732,-5.59,1023.0,83.0,-7.74,100.0,10000.0,1.5,
583770,16.82,1011.0,77.0,12.77,20.0,10000.0,6.2,
1673596,26.73,1019.0,75.0,21.93,75.0,10000.0,3.6,0.41
997705,7.1,1031.0,53.0,-1.61,75.0,10000.0,4.12,
3990732,17.45,1012.0,68.0,11.49,0.0,10000.0,1.5,
2822721,33.86,1014.0,44.0,19.9,75.0,10000.0,5.7,
2981789,33.0,1021.0,54.0,22.45,75.0,10000.0,3.6,
3982490,16.97,1012.0,58.0,8.66,20.0,10000.0,5.1,
1701161,13.38,1010.0,38.0,-0.56,75.0,10000.0,3.6,
1834720,13.63,1007.0,43.0,1.3,100.0,10000.0,6.7,0.12
943938,-2.92,1025.0,45.0,-12.08,75.0,10000.0,3.6,
3986208,27.57,1014.0,87.0,25.21,40.0,9000.0,5.1,
4397820,17.46,1016.0,49.0,6.64,40.0,10000.0,4.6,
3690958,34.39,1019.0,43.0,20.0,40.0,10000.0,4.1,
4167159,10.19,1003.0,89.0,8.46,100.0,10000.0,5.1,1.8
1048817,24.1,1019.0,87.0,21.8,75.0,10000.0,6.2,
2529590,23.66,1019.0,62.0,15.96,75.0,10000.0,5.1,0.1
2337203,23.16,1024.0,44.0,10.25,20.0,10000.0,3.6,
3011297,26.76,1015.0,76.0,22.18,100.0,10000.0,9.8,0.17
3151408,24.19,1017.0,39.0,9.38,40.0,10000.0,2.1,
1676273,23.6,1018.0,45.0,10.98,75.0,10000.0,3.6,
2983351,25.91,1014.0,76.0,21.35,75.0,4023.0,5.1,1.5
2783139,31.96,1021.0,61.0,23.5,75.0,10000.0,3.6,0.2
2260425,24.59,1015.0,87.0,22.28,75.0,10000.0,5.1,
3361864,26.78,1015.0,76.0,22.19,20.0,10000.0,2.6,
2439739,15.47,1016.0,80.0,12.04,100.0,10000.0,3.1,
5218393,9.97,1007.0,63.0,3.26,20.0,10000.0,0.0,
4226715,25.26,1016.0,64.0,17.97,100.0,10000.0,6.7,0.88
921426,19.2,1025.0,98.0,18.88,100.0,402.0,2.1,
2010709,22.86,1020.0,61.0,14.95,0.0,10000.0,0.0,
4070721,32.61,1014.0,47.0,19.83,40.0,10000.0,2.1,0.14
4542027,23.7,1018.0,68.0,17.45,100.0,10000.0,2.1,
3740826,26.92,1016.0,71.0,21.22,40.0,10000.0,3.6,
3684822,23.04,1021.0,89.0,21.13,100.0,10000.0,1.5,0.17
3688483,30.69,1020.0,68.0,24.1,75.0,10000.0,3.1,
3119757,33.35,1009.0,47.0,20.5,0.0,10000.0,5.7,
763556,14.11,1017.0,75.0,9.75,100.0,10000.0,6.7,
1037014,11.01,1016.0,43.0,-0.95,0.0,10000.0,4.12,
921593,1.63,1031.0,92.0,0.47,100.0,10000.0,4.6,
1468811,13.61,1020.0,71.0,8.46,75.0,10000.0,3.6,0.5
1081882,8.39,1020.0,37.0,-4.83,100.0,10000.0,5.1,
3011213,26.76,1015.0,76.0,22.18,100.0,10000.0,9.8,0.17
3359426,25.03,1014.0,95.0,24.17,0.0,10000.0,1.5,
5267549,5.59,1005.0,89.0,3.92,100.0,10000.0,13.4,4.05
1576364,21.81,1021.0,49.0,10.63,20.0,10000.0,2.6,
747804,3.89,1028.0,93.0,2.86,0.0,10000.0,0.0,
3962372,11.03,1016.0,89.0,9.29,75.0,10000.0,1.5,
433268,-1.42,1030.0,92.0,-2.42,100.0,10000.0,0.0,
1989765,12.32,1023.0,71.0,7.22,20.0,10000.0,0.0,
3869178,27.5,1021.0,54.0,17.37,20.0,10000.0,2.6,
47501,3.97,1015.0,86.0,1.84,100.0,10000.0,6.7,0.11
4027934,24.75,1016.0,90.0,23.0,0.0,10000.0,4.1,
487027,1.57,1007.0,90.0,0.11,100.0,1600.0,9.8,
3725005,29.54,1015.0,59.0,20.68,75.0,10000.0,3.1,0.1
303513,1.67,1013.0,85.0,-0.51,100.0,6437.0,4.1,
4515520,11.37,1015.0,80.0,8.05,40.0,10000.0,3.6,
4793600,9.9,1032.0,86.0,7.67,0.0,10000.0,1.5,
1565531,12.67,1009.0,81.0,9.5,100.0,10000.0,7.2,0.14
2529732,29.79,1016.0,61.0,21.46,75.0,10000.0,6.2,
3476656,40.76,1010.0,6.0,-3.37,40.0,10000.0,8.2,
5211363,18.28,1000.0,78.0,14.38,100.0,10000.0,10.8,
2136819,21.68,1012.0,85.0,19.05,75.0,10000.0,6.7,
2920661,20.99,1015.0,47.0,9.26,20.0,10000.0,5.1,
3071460,29.69,1017.0,35.0,12.61,0.0,10000.0,3.1,
4329469,15.91,1016.0,72.0,10.87,0.0,10000.0,4.1,
3983828,30.3,1014.0,65.0,22.98,75.0,10000.0,6.7,
524517,,,,,,,,
5150047,1.27,983.0,63.0,-4.42,100.0,10000.0,6.2,
499545,-10.0,1016.0,63.0,-15.1,20.0,10000.0,4.6,
2687570,32.61,1018.0,52.0,21.47,40.0,10000.0,7.7,1.05
5033760,-2.13,1010.0,80.0,-4.77,100.0,10000.0,3.6,
3015761,34.87,1020.0,33.0,16.22,75.0,10000.0,3.6,
2565715,21.28,1015.0,60.0,13.21,75.0,10000.0,4.1,
4292332,25.18,1014.0,88.0,23.05,0.0,10000.0,0.0,
1439465,20.54,1015.0,87.0,18.3,100.0,10000.0,4.1,
3807722,28.04,1009.0,65.0,20.85,40.0,10000.0,3.6,0.2
722261,21.87,1013.0,74.0,17.03,75.0,10000.0,9.3,
3957633,20.09,1013.0,93.0,18.92,40.0,10000.0,2.6,
448576,0.0,1011.0,81.0,-2.53,100.0,10000.0,3.1,
41798,-1.57,1038.0,52.0,-9.2,100.0,10000.0,2.1,
3433587,15.3,1027.0,64.0,8.54,75.0,10000.0,1.5,
4179415,29.14,1021.0,35.0,12.13,40.0,10000.0,3.1,
546015,-6.7,1021.0,38.0,-17.42,20.0,10000.0,10.8,
2074919,17.71,1015.0,47.0,6.27,75.0,10000.0,10.8,
4381325,23.84,1012.0,73.0,18.71,75.0,10000.0,2.1,0.67
895448,-1.97,1029.0,88.0,-3.49,100.0,4828.0,4.6,
2936510,25.67,1021.0,47.0,13.53,20.0,10000.0,2.6,
2616596,31.81,1016.0,45.0,18.41,75.0,10000.0,1.5,
4145712,26.33,1026.0,35.0,9.66,20.0,10000.0,2.1,
4539041,5.93,1024.0,100.0,5.93,100.0,201.0,4.1,
199263,-7.73,1036.0,67.0,-12.24,40.0,10000.0,2.1,
4476534,20.72,1008.0,70.0,15.06,100.0,10000.0,5.7,
3839334,26.98,1014.0,80.0,23.23,40.0,10000.0,4.6,9.81
5054698,-0.61,1000.0,86.0,-2.42,100.0,2012.0,5.1,
2643412,14.49,1023.0,69.0,8.88,20.0,10000.0,2.6,
77104,-15.99,1034.0,62.0,-21.03,100.0,10000.0,6.2,
1175141,12.22,1021.0,54.0,3.19,100.0,10000.0,5.1,
3942213,27.41,1011.0,34.0,10.17,75.0,10000.0,3.6,
2691135,20.0,1013.0,88.0,17.95,100.0,10000.0,0.0,
2357371,16.04,1014.0,71.0,10.79,75.0,10000.0,3.6,
4129414,23.98,1011.0,74.0,19.06,75.0,10000.0,2.6,
3134867,26.06,1005.0,75.0,21.28,100.0,10000.0,3.1,
5282915,-0.79,1024.0,78.0,-3.76,100.0,9656.0,8.8,
2382285,20.03,1018.0,73.0,15.05,100.0,10000.0,4.1,
2634375,41.71,1007.0,11.0,5.27,20.0,10000.0,2.1,
4566876,9.76,1013.0,87.0,7.7,0.0,10000.0,2.6,
1533704,22.44,1013.0,74.0,17.58,75.0,10000.0,4.6,
3734455,24.24,1014.0,90.0,22.49,100.0,4828.0,4.1,1.45
5181454,19.08,1020.0,78.0,15.16,40.0,10000.0,4.6,0.51
1158889,2.29,1027.0,41.0,-8.54,100.0,10000.0,7.7,
4441917,11.79,1008.0,50.0,1.72,100.0,10000.0,5.7,
3145456,26.76,1011.0,14.0,-2.6,0.0,10000.0,4.1,
61486,-6.44,1021.0,73.0,-10.03,100.0,4828.0,7.7,
1641440,0.67,1019.0,88.0,-0.96,100.0,3219.0,5.1,
965071,-3.33,1020.0,71.0,-7.33,100.0,10000.0,8.8,
3231458,20.91,1014.0,87.0,18.67,100.0,10000.0,2.1,
2533284,33.19,1014.0,44.0,19.3,75.0,10000.0,2.6,
4947613,7.41,1025.0,78.0,3.83,40.0,10000.0,0.0,
3391063,25.0,1010.0,88.0,22.87,100.0,805.0,7.7,11.4
1643987,21.3,1017.0,78.0,17.31,75.0,10000.0,0.0,
2633077,25.32,1013.0,93.0,24.11,100.0,10000.0,3.1,
881007,11.19,1008.0,35.0,-3.27,40.0,10000.0,4.1,
3969203,29.14,1015.0,84.0,26.16,75.0,10000.0,3.1,8.9
1667848,21.32,1018.0,98.0,20.99,100.0,402.0,3.1,
5221219,20.24,1014.0,87.0,18.01,100.0,10000.0,5.7,
1743057,17.73,1016.0,75.0,13.25,0.0,10000.0,1.5,
3418941,29.5,1015.0,68.0,22.97,40.0,10000.0,7.2,1.65
4743919,11.77,1017.0,27.0,-5.86,40.0,10000.0,2.6,
2091262,7.16,1009.0,94.0,6.26,100.0,3219.0,5.7,1.25
1795710,23.96,1007.0,90.0,22.22,100.0,8047.0,2.1,
4165916,22.3,1015.0,61.0,14.42,40.0,10000.0,5.7,
1457746,10.42,1020.0,63.0,3.69,75.0,10000.0,9.3,
549822,-0.82,973.0,95.0,-1.44,100.0,6437.0,2.1,
4693794,14.36,1017.0,56.0,5.71,20.0,10000.0,6.2,
1541887,22.72,1018.0,71.0,17.19,40.0,10000.0,5.7,
29783,-4.24,1028.0,52.0,-11.72,20.0,10000.0,2.1,
498295,-2.78,997.0,80.0,-5.41,100.0,402.0,6.2,
1789504,20.31,1009.0,93.0,19.14,100.0,10000.0,4.6,4.14
143415,-18.55,1030.0,71.0,-22.11,0.0,10000.0,3.6,
2117128,21.11,1013.0,87.0,18.86,100.0,10000.0,4.6,
1420637,17.23,1003.0,83.0,14.32,100.0,10000.0,10.3,
163646,-1.96,1025.0,63.0,-7.38,100.0,10000.0,5.1,
2718619,33.13,1018.0,56.0,23.17,75.0,10000.0,2.6,
3033955,20.61,1017.0,56.0,11.53,75.0,10000.0,0.0,
1033934,13.97,1023.0,44.0,1.92,100.0,10000.0,2.1,
1884634,25.73,1016.0,31.0,7.35,20.0,10000.0,0.0,
1995055,7.34,1015.0,86.0,5.16,100.0,10000.0,2.6,
312793,7.4,1018.0,71.0,2.49,20.0,10000.0,4.1,
3065042,33.0,1021.0,58.0,23.63,75.0,10000.0,3.6,
3574154,25.28,1016.0,62.0,17.48,100.0,10000.0,4.1,
5313691,5.21,1025.0,92.0,4.02,40.0,10000.0,0.0,
268644,13.1,1023.0,68.0,7.34,75.0,10000.0,1.5,
3409553,30.19,1013.0,48.0,17.97,75.0,10000.0,3.6,3.79
2790966,20.22,1018.0,89.0,18.35,40.0,10000.0,0.0,
2290127,12.92,1016.0,80.0,9.56,100.0,10000.0,3.6,
2808183,27.33,1011.0,59.0,18.62,100.0,10000.0,6.2,
1948421,24.91,1027.0,46.0,12.51,0.0,10000.0,5.7,
71718,-19.07,1037.0,70.0,-22.76,20.0,10000.0,5.7,
4667534,20.24,1015.0,83.0,17.26,100.0,10000.0,5.7,0.7
5259725,8.24,1006.0,91.0,6.86,100.0,10000.0,10.3,0.3
1234922,12.34,1021.0,33.0,-3.07,0.0,10000.0,4.1,
1820721,24.33,1014.0,20.0,-0.04,0.0,10000.0,5.1,
3721537,18.85,1014.0,40.0,4.98,0.0,6437.0,1.5,
480498,1.1,1022.0,53.0,-6.58,75.0,10000.0,4.1,
4933490,4.59,1033.0,69.0,-0.53,0.0,10000.0,2.1,
847341,1.32,1015.0,60.0,-4.95,0.0,10000.0,2.1,
4844414,8.7,1021.0,62.0,1.83,0.0,10000.0,1.5,
4892832,12.21,1018.0,38.0,-1.48,0.0,10000.0,1.5,
4453428,15.84,1017.0,92.0,14.54,20.0,10000.0,4.1,
696637,-2.47,1020.0,81.0,-4.96,100.0,10000.0,4.6,
664840,18.32,1028.0,61.0,10.68,75.0,10000.0,2.1,
4250427,28.12,1013.0,84.0,25.16,0.0,10000.0,7.2,
2549206,30.57,1006.0,45.0,17.29,75.0,10000.0,6.7,
3053637,,,,,,,,
539334,19.11,1013.0,94.0,18.12,100.0,4828.0,3.6,0.2
3443060,21.46,1010.0,72.0,16.21,40.0,10000.0,4.6,
759119,-3.6,1021.0,25.0,-19.04,20.0,10000.0,3.6,
1209421,18.72,1017.0,16.0,-6.75,0.0,10000.0,2.6,
1262719,-1.19,1026.0,92.0,-2.19,100.0,1600.0,4.1,
418744,-2.94,1023.0,41.0,-13.13,0.0,10000.0,6.2,
3992404,27.74,1016.0,77.0,23.34,20.0,10000.0,0.0,
4132122,33.47,1011.0,39.0,17.62,20.0,10000.0,4.1,
3593449,38.41,1015.0,33.0,19.29,75.0,10000.0,4.1,
487008,-7.88,1015.0,83.0,-10.0,100.0,2414.0,8.8,
932796,12.48,1020.0,97.0,12.02,100.0,402.0,1.5,
100056,-9.54,1038.0,95.0,-10.12,100.0,4828.0,5.1,
3951247,32.96,1016.0,53.0,22.11,75.0,10000.0,2.1,
3356016,39.13,1011.0,21.0,12.82,75.0,10000.0,1.5,
66460,-17.29,1039.0,61.0,-22.44,0.0,10000.0,5.7,
851182,-4.45,1015.0,47.0,-13.03,75.0,10000.0,1.5,
3777669,23.04,1017.0,84.0,20.19,40.0,10000.0,3.1,
2024681,21.88,1011.0,96.0,21.21,100.0,8000.0,7.7,
2535117,27.29,1016.0,46.0,14.67,40.0,10000.0,6.7,
4033908,16.07,1011.0,40.0,2.48,0.0,10000.0,3.1,
2256197,21.79,1013.0,34.0,5.25,40.0,10000.0,2.6,
1532041,23.41,1008.0,75.0,18.73,75.0,10000.0,10.3,
2891018,16.9,1007.0,90.0,15.25,40.0,10000.0,3.1,
2789012,24.22,1020.0,73.0,19.08,75.0,10000.0,2.6,2.23
1536883,15.09,1015.0,60.0,7.39,75.0,10000.0,0.0,
1585152,9.44,1021.0,82.0,6.53,75.0,10000.0,0.0,
2632943,13.46,1021.0,80.0,10.08,100.0,10000.0,6.2,0.29
3968118,30.06,1016.0,61.0,21.71,100.0,10000.0,5.1,1.6
953021,7.96,1017.0,93.0,6.9,100.0,402.0,4.12,
1219066,2.43,1027.0,55.0,-5.04,100.0,8047.0,4.1,0.36
4950272,0.0,1023.0,100.0,0.0,100.0,402.0,3.1,
4257095,28.94,1012.0,70.0,22.92,75.0,10000.0,5.1,0.14
5052788,2.28,1001.0,91.0,0.96,100.0,2012.0,6.2,
1306525,25.23,1020.0,78.0,21.12,40.0,10000.0,10.3,
1345821,1.74,1020.0,61.0,-4.4,40.0,10000.0,5.7,
2764380,25.95,1015.0,78.0,21.82,40.0,10000.0,3.6,
4488342,17.8,1015.0,53.0,8.1,75.0,10000.0,2.1,
2967026,31.13,1019.0,64.0,23.51,20.0,10000.0,6.7,
876270,-2.85,1031.0,48.0,-11.3,100.0,10000.0,6.7,
5232335,19.1,1022.0,87.0,16.89,75.0,10000.0,4.1,
4178251,26.06,1016.0,54.0,16.04,20.0,10000.0,8.8,
4643817,10.8,1005.0,50.0,0.8,100.0,10000.0,6.2,
2692427,17.43,1017.0,73.0,12.54,100.0,10000.0,2.6,
2350592,25.32,1017.0,73.0,20.13,100.0,3219.0,10.3,
4369265,14.84,1018.0,71.0,9.64,40.0,10000.0,8.2,
1290342,-1.73,1029.0,78.0,-4.68,0.0,10000.0,0.0,
5183031,13.27,1016.0,94.0,12.33,100.0,4023.0,3.1,1.15
2755704,26.64,1016.0,75.0,21.84,100.0,10000.0,5.1,
2299743,27.28,1023.0,69.0,21.09,75.0,10000.0,5.7,
264773,9.69,1026.0,89.0,7.97,100.0,1609.0,2.1,
2212274,17.95,1019.0,80.0,14.45,100.0,10000.0,6.7,
1928884,21.64,1015.0,37.0,6.34,75.0,10000.0,5.1,
91598,-5.46,1022.0,80.0,-8.04,100.0,1600.0,1.5,
117595,9.24,1021.0,40.0,-3.23,100.0,10000.0,7.7,1.03
4918527,5.09,1027.0,73.0,0.66,0.0,10000.0,5.1,
2604063,23.94,1017.0,93.0,22.74,75.0,9656.0,0.0,
95652,13.55,1023.0,88.0,11.6,20.0,10000.0,3.1,
2287759,17.96,1010.0,100.0,17.96,100.0,10000.0,8.2,0.5
2054154,24.65,1014.0,87.0,22.34,100.0,10000.0,2.1,0.13
3437431,31.2,1009.0,41.0,16.39,40.0,10000.0,6.2,0.12
12608,-1.19,1015.0,50.0,-9.28,75.0,10000.0,6.7,
1766011,1.49,1012.0,57.0,-5.41,100.0,10000.0,7.2,
3723169,29.7,1018.0,57.0,20.27,40.0,10000.0,4.6,
5055214,12.2,1018.0,89.0,10.44,100.0,10000.0,2.6,
3239365,19.73,1012.0,67.0,13.44,40.0,10000.0,8.8,
5102111,12.98,1006.0,67.0,7.0,100.0,10000.0,7.7,
1037278,15.83,1024.0,42.0,2.95,100.0,10000.0,4.12,
2823304,34.44,1016.0,29.0,13.84,0.0,10000.0,3.1,
2943138,30.93,1007.0,44.0,17.26,75.0,10000.0,2.1,
4133217,35.63,1009.0,33.0,16.88,20.0,10000.0,2.6,
2831588,16.68,1022.0,67.0,10.53,0.0,10000.0,3.6,
5057738,-8.18,1008.0,91.0,-9.25,40.0,10000.0,1.5,
936654,-0.28,1003.0,48.0,-8.89,20.0,10000.0,5.7,
1568332,17.12,1019.0,80.0,13.65,100.0,10000.0,1.5,
3307136,21.52,1014.0,73.0,16.48,40.0,10000.0,0.0,
5257359,4.24,1018.0,85.0,1.95,100.0,9656.0,8.2,0.8
20588,3.2,1021.0,93.0,2.18,100.0,4023.0,3.1,
2055668,24.72,1015.0,87.0,22.41,75.0,9656.0,3.6,0.12
1322635,26.19,1019.0,12.0,-4.81,40.0,10000.0,4.6,
4720419,-9.39,1022.0,83.0,-11.48,0.0,10000.0,3.6,
4903459,7.82,1029.0,85.0,5.46,0.0,10000.0,3.1,
3838224,23.93,1015.0,92.0,22.55,75.0,6437.0,7.2,20.8
4683487,10.4,1017.0,54.0,1.5,40.0,10000.0,9.3,
935582,4.75,1017.0,100.0,4.75,100.0,3219.0,2.1,0.5
2034619,23.25,1008.0,90.0,21.52,75.0,10000.0,6.7,
4666157,28.06,1017.0,69.0,21.84,75.0,10000.0,8.8,0.31
76475,-15.96,1035.0,62.0,-21.0,100.0,10000.0,6.2,
1792217,20.78,1006.0,93.0,19.61,100.0,8047.0,3.6,
596715,-8.25,1022.0,83.0,-10.36,100.0,805.0,5.7,
2128324,20.13,1013.0,89.0,18.26,100.0,10000.0,1.5,
4554514,9.49,1005.0,60.0,2.12,75.0,10000.0,2.6,
352473,-0.38,1012.0,69.0,-4.8,100.0,10000.0,4.1,
3123746,15.65,1014.0,69.0,9.99,20.0,10000.0,4.1,
363082,13.05,1020.0,41.0,0.11,75.0,10000.0,1.5,
3554722,20.95,1017.0,68.0,14.83,75.0,10000.0,7.2,
4515844,11.37,1015.0,80.0,8.05,40.0,10000.0,3.6,
1712715,17.24,1004.0,93.0,16.1,100.0,3219.0,5.7,3.12
4791959,13.3,1020.0,90.0,11.7,100.0,4828.0,6.7,2.8
692048,20.65,1016.0,31.0,2.94,0.0,10000.0,1.5,
856880,21.11,1006.0,98.0,20.78,100.0,10000.0,14.4,2.39
1652567,1.14,1018.0,81.0,-1.55,100.0,4023.0,8.2,
2281464,24.07,1013.0,37.0,8.49,20.0,10000.0,2.6,
1798442,22.23,1014.0,92.0,20.87,20.0,10000.0,2.1,
2044738,23.4,1010.0,96.0,22.73,75.0,10000.0,5.7,3.36
4059106,23.38,1011.0,86.0,20.9,100.0,6000.0,5.1,1.7
3336438,31.02,1015.0,58.0,21.79,75.0,10000.0,8.2,
2304999,19.38,1022.0,90.0,17.7,75.0,10000.0,3.6,2.5
2074480,17.37,1005.0,32.0,0.53,40.0,10000.0,7.2,
868542,18.79,1015.0,35.0,3.02,0.0,10000.0,6.7,
4952296,0.55,1025.0,96.0,-0.01,100.0,400.0,2.6,
83911,-15.12,1026.0,82.0,-17.25,40.0,10000.0,1.5,
1114429,16.65,1017.0,90.0,15.0,40.0,10000.0,3.1,
727166,10.17,1022.0,53.0,1.03,28.0,,3.82,
4364879,24.86,1012.0,71.0,19.24,0.0,10000.0,3.6,
4553178,6.99,1026.0,79.0,3.6,100.0,10000.0,4.1,1.35
2312008,22.18,1023.0,93.0,20.99,0.0,10000.0,1.5,
2061726,31.98,1019.0,40.0,16.7,40.0,10000.0,4.6,
101558,-17.62,1034.0,58.0,-23.27,20.0,10000.0,7.7,
2633518,19.81,1011.0,76.0,15.46,75.0,9656.0,4.1,
2145391,24.73,1019.0,84.0,21.84,72.0,,2.98,
91642,-2.02,1021.0,80.0,-4.66,100.0,10000.0,1.5,
1604861,20.02,1011.0,96.0,19.36,100.0,3219.0,4.1,0.3
4980344,21.17,1014.0,95.0,20.34,0.0,10000.0,2.6,
2530340,29.15,1013.0,63.0,21.39,40.0,10000.0,4.1,
2837279,28.85,1026.0,36.0,12.3,40.0,10000.0,4.1,
2096605,10.17,1030.0,54.0,1.29,40.0,10000.0,4.6,
2133003,,,,,,,,
3353328,30.28,1015.0,75.0,25.35,40.0,10000.0,6.7,
677272,-7.35,1011.0,61.0,-12.91,98.0,,3.86,
4442047,-4.8,1013.0,88.0,-6.29,0.0,10000.0,2.6,
4316211,11.93,1015.0,66.0,5.79,0.0,10000.0,2.1,
4824065,-6.57,1018.0,89.0,-7.91,100.0,9656.0,1.5,
2730137,30.75,1021.0,61.0,22.36,40.0,10000.0,3.1,
2600655,26.5,1013.0,64.0,19.14,75.0,10000.0,3.6,
1222499,0.46,1024.0,81.0,-2.14,100.0,1609.0,6.2,0.2
1702726,18.44,1021.0,36.0,3.11,100.0,10000.0,6.2,
1332787,26.7,1013.0,83.0,23.57,40.0,10000.0,7.2,0.33
204439,10.06,1018.0,82.0,7.13,20.0,10000.0,2.6,
1155538,25.35,1021.0,14.0,-3.58,0.0,10000.0,2.6,
1542038,10.69,1017.0,25.0,-7.58,40.0,10000.0,4.6,
3981658,31.75,1015.0,57.0,22.18,75.0,10000.0,2.1,0.2
1436146,16.98,1006.0,58.0,8.67,40.0,10000.0,6.2,
511668,-6.23,1022.0,71.0,-10.14,100.0,10000.0,2.6,
2286323,24.54,1013.0,59.0,16.01,75.0,10000.0,8.2,
3187208,32.51,1018.0,70.0,26.32,75.0,9656.0,10.8,
2029988,26.14,1009.0,76.0,21.58,40.0,10000.0,10.8,4.06
4500552,18.43,1016.0,81.0,15.11,100.0,10000.0,7.2,3.57
4793295,12.64,1022.0,86.0,10.36,100.0,8047.0,6.7,2.0
1642638,16.53,1024.0,28.0,-1.79,75.0,10000.0,5.7,
2018447,20.44,1015.0,87.0,18.2,100.0,10000.0,5.1,1.5
3989929,24.86,1015.0,93.0,23.65,20.0,10000.0,0.0,
550998,5.72,1018.0,25.0,-11.4,75.0,10000.0,6.7,
4073923,23.58,1011.0,72.0,18.24,75.0,10000.0,2.6,2.22
4440033,17.93,1017.0,100.0,17.93,100.0,805.0,1.5,
3443430,26.23,1012.0,82.0,22.91,100.0,10000.0,6.2,0.5
3905900,19.64,1018.0,93.0,18.48,20.0,2816.0,1.5,
1867845,14.55,1013.0,39.0,0.77,40.0,10000.0,4.1,
4718883,12.37,1012.0,76.0,8.26,75.0,10000.0,6.2,0.17
1884218,9.75,1013.0,79.0,6.29,100.0,9656.0,3.1,0.2
1282806,22.12,1014.0,75.0,17.48,75.0,10000.0,7.7,
187549,1.78,1026.0,67.0,-3.26,100.0,10000.0,5.7,
66149,-17.57,1035.0,64.0,-22.22,0.0,10000.0,4.6,
2769824,34.51,1011.0,49.0,22.24,100.0,10000.0,7.2,
1400487,11.26,1014.0,52.0,1.77,75.0,10000.0,2.6,
4977186,11.76,1008.0,66.0,5.62,75.0,10000.0,3.6,
863097,11.17,1013.0,52.0,1.69,20.0,10000.0,3.1,
1595089,26.2,1018.0,69.0,20.06,75.0,10000.0,8.2,
2384329,26.47,1017.0,64.0,19.11,75.0,10000.0,6.2,
3622483,27.17,1017.0,42.0,13.16,40.0,10000.0,3.1,
2035406,22.32,1009.0,90.0,20.6,100.0,10000.0,5.7,0.12
329080,4.6,1026.0,34.0,-8.82,0.0,10000.0,4.6,
521933,-6.03,1017.0,84.0,-8.04,100.0,10000.0,6.2,
1202186,8.03,1028.0,32.0,-6.8,100.0,10000.0,2.1,
36578,-8.0,1013.0,83.0,-10.11,100.0,10000.0,2.1,
674507,-3.89,1005.0,77.0,-6.94,100.0,2816.0,6.7,
3196988,25.94,1013.0,73.0,20.73,75.0,10000.0,5.7,
1789930,17.96,1017.0,22.0,-3.59,100.0,10000.0,3.1,
2582416,27.57,1010.0,58.0,18.57,40.0,10000.0,6.7,
2029805,25.46,1010.0,82.0,22.16,75.0,10000.0,7.7,0.39
500554,-0.67,1028.0,81.0,-3.19,0.0,10000.0,0.0,
1634530,-17.81,1010.0,82.0,-19.9,100.0,10000.0,5.1,
178348,0.5,1023.0,89.0,-0.97,100.0,1609.0,3.1,0.3
2087342,11.24,1012.0,59.0,3.53,75.0,10000.0,6.2,
715940,-4.41,1008.0,81.0,-6.86,100.0,9656.0,3.6,
1777174,23.92,1012.0,84.0,21.05,100.0,10000.0,4.1,
4869461,13.39,1021.0,16.0,-10.62,20.0,10000.0,1.5,
702247,14.09,1013.0,69.0,8.5,20.0,10000.0,2.6,
3920507,30.64,1017.0,44.0,17.0,40.0,10000.0,2.6,
1646831,13.81,1016.0,93.0,12.7,40.0,9656.0,2.1,
2138650,12.39,1014.0,87.0,10.29,40.0,10000.0,2.1,
388131,-3.94,1016.0,73.0,-7.6,100.0,1609.0,9.3,
4386392,14.59,1015.0,77.0,10.61,100.0,10000.0,2.1,
144204,11.93,1015.0,96.0,11.31,75.0,10000.0,0.0,
3493639,25.7,1017.0,39.0,10.72,100.0,10000.0,6.2,
